"","a1","g6","rho","beta2","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...76",-1.5,1.5,0.2,1.5,0.0431188,-0.0218606,-0.0121644,0.0281621,0.0431188,-0.0138416,-0.0223996,0.0281621,0.0022162,-0.008019,0.0373494,-0.0138416,-0.0223996,0.0310797,0.005081,-0.008019,0.0433633,-0.0242333,-0.0100476,0.0283381,-0.000164599999999959,0.00237270000000001
"Ys0...77",-1.5,1.5,0.75,-1.5,NA,NA,NA,0.3255054,NA,NA,NA,0.3255054,NA,NA,NA,NA,NA,0.3145421,NA,NA,0.0457474999999999,-0.0204979,-0.0078916,0.3258086,NA,NA
"Ys0...78",-1.5,1.5,0.75,-1,NA,NA,NA,0.2287848,NA,NA,NA,0.2287848,NA,NA,NA,NA,NA,0.2296216,NA,NA,0.0442102,-0.0218497,-0.0102934,0.2287895,NA,NA
"Ys0...79",-1.5,1.5,0.75,1,NA,NA,NA,0.0351392,NA,NA,NA,0.0351392,NA,NA,NA,NA,NA,0.040886,NA,NA,0.043184,-0.0239636000000001,-0.0100403999999999,0.0351496,NA,NA
"Ys0...80",-1.5,1.5,0.75,1.5,NA,NA,NA,0.0282774,NA,NA,NA,0.0282774,NA,NA,NA,NA,NA,0.0310642,NA,NA,0.0431891,-0.0240842999999999,-0.00994980000000001,0.0281795,NA,NA
"Ys0...81",-0.5,-1.5,-0.75,-1.5,0.0525005000000001,-0.0217210000000001,0.0158281,0.0247796,0.0525005000000001,-0.00336049999999999,-0.00205199999999994,0.0247796,-0.000480400000000158,-0.0183605000000001,0.0471908,-0.00336049999999999,-0.00205199999999994,0.1141202,-0.0844965000000001,-0.0183605000000001,0.0525907000000001,-0.0141583000000001,0.00809360000000003,0.0248391,2.20999999999139e-05,-0.00756270000000003
"Ys0...82",-0.5,-1.5,-0.75,-1,0.0529446,-0.0310963000000001,0.0252034,0.0247796,0.0529446,-0.00186419999999998,-0.00316660000000002,0.0247796,-0.000862100000000088,-0.0292321000000001,0.0434139,-0.00186419999999998,-0.00316660000000002,0.0895944,-0.0561424,-0.0292321000000001,0.0530343000000001,-0.018903,0.0128383,0.0248391,2.25999999998727e-05,-0.0121933000000001
"Ys0...83",-0.5,-1.5,-0.75,1,0.0532102000000001,-0.0411177,0.0352247999999999,0.0247796,0.0532102000000001,-0.000221600000000044,-0.00443000000000005,0.0247796,-0.0012413,-0.0408961,0.0382053999999999,-0.000221600000000044,-0.00443000000000005,0.0215477000000001,0.016951,-0.0408961,0.0532929000000001,-0.023984,0.0179193,0.0248391,2.9599999999963e-05,-0.0171337
"Ys0...84",-0.5,-1.5,-0.75,1.5,0.0532138000000001,-0.0414472,0.0355542999999999,0.0247796,0.0532138000000001,-0.000167899999999999,-0.00446560000000007,0.0247796,-0.00125940000000002,-0.0412793,0.0380149999999999,-0.000167899999999999,-0.00446560000000007,0.0157772,0.0229002,-0.0412793,0.0532962,-0.0241476,0.0180829,0.0248391,2.99000000000271e-05,-0.0172996
"Ys0...85",-0.5,-1.5,-0.2,-1.5,0.0525609,-0.0161711,0.0101878999999999,0.0247796,0.0525609,-0.0034343,-0.00206619999999991,0.0247796,-0.000482700000000169,-0.0127368,0.0472490999999999,-0.0034343,-0.00206619999999991,0.1141202,-0.0845109000000001,-0.0127368,0.0525907000000001,-0.0141583000000001,0.00809360000000003,0.0248391,-7.80000000011327e-06,-0.00201279999999993
"Ys0...86",-0.5,-1.5,-0.2,-1,0.0530097,-0.0221923000000001,0.0162091,0.0247796,0.0530097,-0.00194939999999999,-0.00320719999999997,0.0247796,-0.000826600000000122,-0.0202429000000001,0.0434975000000001,-0.00194939999999999,-0.00320719999999997,0.0895944,-0.056166,-0.0202429000000001,0.0530343000000001,-0.018903,0.0128383,0.0248391,-2.60000000007476e-06,-0.00328930000000005
"Ys0...87",-0.5,-1.5,-0.2,1,0.0532784000000001,-0.0286185,0.0226352999999999,0.0247796,0.0532784000000001,-0.00028130000000004,-0.00448730000000008,0.0247796,-0.00121459999999995,-0.0283372,0.0382709999999999,-0.00028130000000004,-0.00448730000000008,0.0215477000000001,0.016923,-0.0283372,0.0532929000000001,-0.023984,0.0179193,0.0248391,7.49999999993811e-06,-0.00463449999999999
"Ys0...88",-0.5,-1.5,-0.2,1.5,0.0532822000000001,-0.0288295000000001,0.0228463,0.0247796,0.0532822000000001,-0.000226100000000007,-0.00452240000000004,0.0247796,-0.00123470000000003,-0.0286034000000001,0.0380786999999999,-0.000226100000000007,-0.00452240000000004,0.0157772,0.0228728,-0.0286034000000001,0.0532962,-0.0241476,0.0180829,0.0248391,8.000000000008e-06,-0.00468190000000002
"Ys0...89",-0.5,-1.5,0.2,-1.5,0.0525178000000001,-0.0119249,0.00603699999999996,0.0247796,0.0525178000000001,-0.0033147,-0.00211019999999995,0.0247796,-0.000463000000000102,-0.00861020000000001,0.0471317999999999,-0.0033147,-0.00211019999999995,0.1141202,-0.084461,-0.00861020000000001,0.0525907000000001,-0.0141583000000001,0.00809360000000003,0.0248391,4.43999999999445e-05,0.00223340000000005
"Ys0...90",-0.5,-1.5,0.2,-1,0.0529628,-0.0154538,0.00956589999999991,0.0247796,0.0529628,-0.00180219999999998,-0.00322840000000002,0.0247796,-0.000857300000000061,-0.0136516,0.0433600000000001,-0.00180219999999998,-0.00322840000000002,0.0895944,-0.0561273000000001,-0.0136516,0.0530343000000001,-0.018903,0.0128383,0.0248391,4.57999999998737e-05,0.00344920000000004
"Ys0...91",-0.5,-1.5,0.2,1,0.0532207,-0.0192361,0.0133481999999999,0.0247796,0.0532207,-0.000183300000000108,-0.00444770000000005,0.0247796,-0.00125689999999989,-0.0190527999999999,0.0381673,-0.000183300000000108,-0.00444770000000005,0.0215477000000001,0.0169663,-0.0190527999999999,0.0532929000000001,-0.023984,0.0179193,0.0248391,4.50999999999091e-05,0.00474790000000003
"Ys0...92",-0.5,-1.5,0.2,1.5,0.0532244000000001,-0.0193612,0.0134732999999999,0.0247796,0.0532244000000001,-0.000121700000000002,-0.0044805,0.0247796,-0.00128570000000006,-0.0192395,0.0379678999999999,-0.000121700000000002,-0.0044805,0.0157772,0.0229167,-0.0192395,0.0532962,-0.0241476,0.0180829,0.0248391,4.55000000000316e-05,0.00478640000000008
"Ys0...93",-0.5,-1.5,0.75,-1.5,0.0525782,-0.00637500000000002,0.000396799999999975,0.0247796,0.0525782,-0.00338850000000002,-0.00212439999999992,0.0247796,-0.000465300000000113,-0.0029865,0.0471901,-0.00338850000000002,-0.00212439999999992,0.1141202,-0.0844754000000001,-0.0029865,0.0525907000000001,-0.0141583000000001,0.00809360000000003,0.0248391,1.44999999999174e-05,0.00778330000000005
"Ys0...94",-0.5,-1.5,0.75,-1,0.0530279,-0.00654980000000005,0.000571600000000005,0.0247796,0.0530279,-0.00188739999999998,-0.00326899999999997,0.0247796,-0.000821800000000095,-0.00466240000000007,0.0434436,-0.00188739999999998,-0.00326899999999997,0.0895944,-0.0561509,-0.00466240000000007,0.0530343000000001,-0.018903,0.0128383,0.0248391,2.05999999999262e-05,0.0123532
"Ys0...95",-0.5,-1.5,0.75,1,0.0532889,-0.00673690000000005,0.000758700000000001,0.0247796,0.0532889,-0.000243000000000104,-0.00450500000000009,0.0247796,-0.00123019999999985,-0.00649389999999994,0.0382329,-0.000243000000000104,-0.00450500000000009,0.0215477000000001,0.0169383,-0.00649389999999994,0.0532929000000001,-0.023984,0.0179193,0.0248391,2.29999999998842e-05,0.0172471
"Ys0...96",-0.5,-1.5,0.75,1.5,0.0532928,-0.00674350000000001,0.000765299999999969,0.0247796,0.0532928,-0.000179900000000011,-0.00453730000000008,0.0247796,-0.00126099999999996,-0.0065636,0.0380315999999999,-0.000179900000000011,-0.00453730000000008,0.0157772,0.0228893,-0.0065636,0.0532962,-0.0241476,0.0180829,0.0248391,2.36000000000125e-05,0.0174041
"Ys0...97",-0.5,-1,-0.75,-1.5,0.0414524000000001,-0.0209218,0.0123888,0.0606196999999999,0.0414524000000001,-0.00563560000000007,-0.00259009999999993,0.0606196999999999,-0.00030730000000001,-0.0152861999999999,0.038119,-0.00563560000000007,-0.00259009999999993,0.1385739,-0.0749395,-0.0152861999999999,0.0415595999999999,-0.0146214,0.0059129,0.0606642000000001,2.38000000000183e-05,-0.00630039999999998
"Ys0...98",-0.5,-1,-0.75,-1,0.0393247000000001,-0.0282505000000001,0.0190249,0.0535421,0.0393247000000001,-0.00447169999999997,-0.0040945,0.0535421,-0.000659400000000088,-0.0237788000000001,0.0329704999999999,-0.00447169999999997,-0.0040945,0.1095808,-0.0503326999999999,-0.0237788000000001,0.0393956000000001,-0.0183167000000001,0.00892820000000005,0.0535901999999999,4.39000000000966e-05,-0.00993379999999999
"Ys0...99",-0.5,-1,-0.75,1,0.0332973000000001,-0.0335778000000001,0.0227872,0.0361126000000001,0.0332973000000001,-0.00360160000000009,-0.00627450000000007,0.0361126000000001,-0.000914499999999929,-0.0299762,0.0245647000000001,-0.00360160000000009,-0.00627450000000007,0.0306399000000001,0.0132914,-0.0299762,0.0332954,-0.0209649000000001,0.0100707,0.0362019,1.62000000001328e-05,-0.0126129
"Ys0...100",-0.5,-1,-0.75,1.5,0.0324673,-0.0332878,0.0222969,0.0336914,0.0324673,-0.00363990000000003,-0.00643079999999996,0.0336914,-0.000920200000000038,-0.0296478999999999,0.0239357,-0.00363990000000003,-0.00643079999999996,0.0233726,0.0179384,-0.0296478999999999,0.0324429000000001,-0.0207879,0.00970109999999991,0.0337467,6.49999999999817e-05,-0.0124999
"Ys0...101",-0.5,-1,-0.2,-1.5,0.0415721,-0.016343,0.00767329999999999,0.0606196999999999,0.0415721,-0.0056731000000001,-0.0025946,0.0606196999999999,-0.000401999999999902,-0.0106698999999999,0.0381487,-0.0056731000000001,-0.0025946,0.1385739,-0.0749487000000001,-0.0106698999999999,0.0415595999999999,-0.0146214,0.0059129,0.0606642000000001,6.79999999997349e-06,-0.00172159999999999
"Ys0...102",-0.5,-1,-0.2,-1,0.0394404,-0.0210696,0.0117005,0.0535421,0.0394404,-0.00452410000000003,-0.00413359999999996,0.0535421,-0.000711400000000029,-0.0165455,0.0330280000000001,-0.00452410000000003,-0.00413359999999996,0.1095808,-0.0503656,-0.0165455,0.0393956000000001,-0.0183167000000001,0.00892820000000005,0.0535901999999999,1.61000000000744e-05,-0.00275289999999995
"Ys0...103",-0.5,-1,-0.2,1,0.0333654,-0.0244298000000001,0.0135495,0.0361126000000001,0.0333654,-0.00362660000000004,-0.00632430000000006,0.0361126000000001,-0.000929399999999969,-0.0208032,0.0245997,-0.00362660000000004,-0.00632430000000006,0.0306399000000001,0.0132597999999999,-0.0208032,0.0332954,-0.0209649000000001,0.0100707,0.0362019,-5.39999999993324e-06,-0.00346489999999999
"Ys0...104",-0.5,-1,-0.2,1.5,0.0325415,-0.0242528,0.0131661,0.0336914,0.0325415,-0.00366980000000006,-0.00648970000000004,0.0336914,-0.000927199999999906,-0.0205829999999999,0.0239754,-0.00366980000000006,-0.00648970000000004,0.0233726,0.0179070000000001,-0.0205829999999999,0.0324429000000001,-0.0207879,0.00970109999999991,0.0337467,4.34000000000268e-05,-0.00346489999999999
"Ys0...105",-0.5,-1,0.2,-1.5,0.0414749,-0.0127156,0.00418870000000005,0.0606196999999999,0.0414749,-0.0056235,-0.0026716,0.0606196999999999,-0.000231800000000004,-0.00709210000000005,0.03809,-0.0056235,-0.0026716,0.1385739,-0.0748940000000001,-0.00709210000000005,0.0415595999999999,-0.0146214,0.0059129,0.0606642000000001,5.23999999999525e-05,0.00190579999999996
"Ys0...106",-0.5,-1,0.2,-1,0.0393123,-0.015445,0.00625600000000004,0.0535421,0.0393123,-0.00444860000000002,-0.00419950000000002,0.0535421,-0.000540899999999955,-0.0109964,0.0329627,-0.00444860000000002,-0.00419950000000002,0.1095808,-0.0503238,-0.0109964,0.0393956000000001,-0.0183167000000001,0.00892820000000005,0.0535901999999999,6.81000000000154e-05,0.00287170000000003
"Ys0...107",-0.5,-1,0.2,1,0.033315,-0.0175186000000001,0.0067258,0.0361126000000001,0.033315,-0.00361240000000007,-0.00632630000000001,0.0361126000000001,-0.000854099999999969,-0.0139062,0.0245787000000001,-0.00361240000000007,-0.00632630000000001,0.0306399000000001,0.0133036999999999,-0.0139062,0.0332954,-0.0209649000000001,0.0100707,0.0362019,3.17000000000789e-05,0.00344630000000001
"Ys0...108",-0.5,-1,0.2,1.5,0.0324756,-0.0174073,0.00642339999999997,0.0336914,0.0324756,-0.00365650000000006,-0.00648040000000005,0.0336914,-0.000846999999999931,-0.0137508,0.0239549,-0.00365650000000006,-0.00648040000000005,0.0233726,0.0179511000000001,-0.0137508,0.0324429000000001,-0.0207879,0.00970109999999991,0.0337467,8.03000000000331e-05,0.00338059999999996
"Ys0...109",-0.5,-1,0.75,-1.5,0.0415946,-0.00813679999999994,-0.000526800000000049,0.0606196999999999,0.0415946,-0.00566100000000003,-0.00267609999999996,0.0606196999999999,-0.000326500000000007,-0.00247579999999992,0.0381197,-0.00566100000000003,-0.00267609999999996,0.1385739,-0.0749032000000001,-0.00247579999999992,0.0415595999999999,-0.0146214,0.0059129,0.0606642000000001,3.54000000000187e-05,0.00648460000000006
"Ys0...110",-0.5,-1,0.75,-1,0.039428,-0.0082641,-0.00106839999999997,0.0535421,0.039428,-0.00450099999999998,-0.00423859999999998,0.0535421,-0.000592900000000007,-0.00376310000000002,0.0330201999999999,-0.00450099999999998,-0.00423859999999998,0.1095808,-0.0503566999999999,-0.00376310000000002,0.0393956000000001,-0.0183167000000001,0.00892820000000005,0.0535901999999999,4.03000000001041e-05,0.0100526000000001
"Ys0...111",-0.5,-1,0.75,1,0.0333831,-0.00837060000000001,-0.00251190000000001,0.0361126000000001,0.0333831,-0.00363740000000001,-0.0063761,0.0361126000000001,-0.000869000000000009,-0.00473319999999999,0.0246137,-0.00363740000000001,-0.0063761,0.0306399000000001,0.0132721,-0.00473319999999999,0.0332954,-0.0209649000000001,0.0100707,0.0362019,1.01000000001239e-05,0.0125943000000001
"Ys0...112",-0.5,-1,0.75,1.5,0.0325498,-0.0083723,-0.00270740000000003,0.0336914,0.0325498,-0.00368639999999998,-0.00653930000000003,0.0336914,-0.000854000000000021,-0.00468590000000002,0.0239946,-0.00368639999999998,-0.00653930000000003,0.0233726,0.0179197,-0.00468590000000002,0.0324429000000001,-0.0207879,0.00970109999999991,0.0337467,5.86999999999671e-05,0.0124156
"Ys0...113",-0.5,0,-0.75,-1.5,0.0350838,-0.0187971,0.00883840000000002,0.1740821,0.0350838,-0.00649729999999993,-0.00308750000000002,0.1740821,-0.000373900000000038,-0.0122998000000001,0.0334625,-0.00649729999999993,-0.00308750000000002,0.212904,-0.0374734,-0.0122998000000001,0.0351019,-0.0137252999999999,0.00370899999999996,0.1740105,0.000111100000000031,-0.00507180000000007
"Ys0...114",-0.5,0,-0.75,-1,0.0326614999999999,-0.0254394,0.0145932000000001,0.1213436,0.0326614999999999,-0.00543749999999998,-0.00473329999999994,0.1213436,-0.000675399999999993,-0.0200019,0.0279898,-0.00543749999999998,-0.00473329999999994,0.1555874,-0.0301406,-0.0200019,0.0326795,-0.0170887,0.00617499999999993,0.1213786,1.45000000000284e-05,-0.00835070000000004
"Ys0...115",-0.5,0,-0.75,1,0.0297185999999999,-0.032952,0.0212669,0.0336558,0.0297185999999999,-0.00422449999999996,-0.00650280000000003,0.0336558,-0.000957800000000009,-0.0287274999999999,0.0210331,-0.00422449999999996,-0.00650280000000003,0.0330171,0.00843009999999988,-0.0287274999999999,0.029685,-0.0208741,0.00910109999999997,0.0337482,2.91000000000041e-05,-0.0120779
"Ys0...116",-0.5,0,-0.75,1.5,0.0295979000000001,-0.0331577000000001,0.0214380000000001,0.0291068999999999,0.0295979000000001,-0.0043126,-0.00653300000000001,0.0291068999999999,-0.000874099999999989,-0.0288451000000001,0.0208755,-0.0043126,-0.00653300000000001,0.0246033999999999,0.0124267,-0.0288451000000001,0.0297477,-0.0210349000000001,0.00910100000000003,0.0291618,9.49999999999562e-06,-0.0121228
"Ys0...117",-0.5,0,-0.2,-1.5,0.0351795,-0.0151405,0.00506319999999993,0.1740821,0.0351795,-0.00654299999999997,-0.00310480000000002,0.1740821,-0.000429500000000083,-0.00859750000000004,0.0334924,-0.00654299999999997,-0.00310480000000002,0.212904,-0.0374805,-0.00859750000000004,0.0351019,-0.0137252999999999,0.00370899999999996,0.1740105,8.81999999999827e-05,-0.00141520000000006
"Ys0...118",-0.5,0,-0.2,-1,0.0327539,-0.0194061999999999,0.00844610000000001,0.1213436,0.0327539,-0.00550209999999995,-0.00477869999999991,0.1213436,-0.000679300000000049,-0.0139041,0.0280469,-0.00550209999999995,-0.00477869999999991,0.1555874,-0.0301545999999999,-0.0139041,0.0326795,-0.0170887,0.00617499999999993,0.1213786,-6.99999999986822e-06,-0.00231749999999997
"Ys0...119",-0.5,0,-0.2,1,0.0297678,-0.0241534,0.0124555,0.0336352,0.0297678,-0.00423679999999993,-0.00657800000000008,0.0336352,-0.000883100000000026,-0.0199166000000001,0.0211178,-0.00423679999999993,-0.00657800000000008,0.0332211,0.008185,-0.0199166000000001,0.029911,-0.0210952,0.0091116,0.0337483,2.93999999999572e-05,-0.00305820000000001
"Ys0...120",-0.5,0,-0.2,1.5,0.0296119,-0.0242587000000001,0.0125219000000001,0.0291655,0.0296119,-0.00417780000000001,-0.00665399999999994,0.0291655,-0.000905000000000045,-0.0200809000000001,0.0208417000000001,-0.00417780000000001,-0.00665399999999994,0.0247075,0.0123736999999999,-0.0200809000000001,0.0297022,-0.0209998,0.00912020000000002,0.0292217,-3.70000000005088e-06,-0.00325890000000006
"Ys0...121",-0.5,0,0.2,-1.5,0.0350771,-0.0122217,0.00230960000000002,0.1740821,0.0350771,-0.00653849999999989,-0.00319659999999999,0.1740821,-0.000177000000000094,-0.00568320000000011,0.0335215999999999,-0.00653849999999989,-0.00319659999999999,0.212904,-0.0374514,-0.00568320000000011,0.0351019,-0.0137252999999999,0.00370899999999996,0.1740105,0.000151000000000012,0.00150359999999994
"Ys0...122",-0.5,0,0.2,-1,0.0326741,-0.0147495000000001,0.00392120000000007,0.1213436,0.0326741,-0.00544900000000004,-0.00484839999999997,0.1213436,-0.000530900000000001,-0.00930050000000004,0.0280399,-0.00544900000000004,-0.00484839999999997,0.1555874,-0.0301486999999999,-0.00930050000000004,0.0326795,-0.0170887,0.00617499999999993,0.1213786,4.50000000000728e-05,0.00233919999999987
"Ys0...123",-0.5,0,0.2,1,0.0296933,-0.0175861,0.00594139999999999,0.0336558,0.0296933,-0.00424449999999998,-0.00657339999999995,0.0336558,-0.000826800000000127,-0.0133416000000001,0.0210816,-0.00424449999999998,-0.00657339999999995,0.0330171,0.00841669999999994,-0.0133416000000001,0.029685,-0.0208741,0.00910109999999997,0.0337482,4.42000000000498e-05,0.00328799999999996
"Ys0...124",-0.5,0,0.2,1.5,0.0295915,-0.0177029,0.00592949999999992,0.0290856,0.0295915,-0.00427219999999995,-0.0066195,0.0290856,-0.000881700000000096,-0.0134307,0.0209081,-0.00427219999999995,-0.0066195,0.0246628000000001,0.0122462999999999,-0.0134307,0.0297599,-0.0211389,0.00916810000000001,0.0291924,-7.78000000000167e-05,0.00343599999999999
"Ys0...125",-0.5,0,0.75,-1.5,0.0351728,-0.00856509999999999,-0.00146560000000007,0.1740821,0.0351728,-0.00658419999999993,-0.00321389999999999,0.1740821,-0.000232600000000138,-0.00198090000000006,0.0335515,-0.00658419999999993,-0.00321389999999999,0.212904,-0.0374585000000001,-0.00198090000000006,0.0351019,-0.0137252999999999,0.00370899999999996,0.1740105,0.000128099999999964,0.00516019999999995
"Ys0...126",-0.5,0,0.75,-1,0.0327665,-0.00871630000000001,-0.0022259,0.1213436,0.0327665,-0.00551360000000001,-0.00489379999999995,0.1213436,-0.000534800000000057,-0.0032027,0.028097,-0.00551360000000001,-0.00489379999999995,0.1555874,-0.0301627,-0.0032027,0.0326795,-0.0170887,0.00617499999999993,0.1213786,2.35000000000651e-05,0.00837239999999995
"Ys0...127",-0.5,0,0.75,1,0.0297997,-0.0087197,-0.00299450000000001,0.0336352,0.0297997,-0.00429000000000002,-0.00646170000000001,0.0336352,-0.000962499999999977,-0.00442969999999998,0.0211537000000001,-0.00429000000000002,-0.00646170000000001,0.0332211,0.0082179,-0.00442969999999998,0.029911,-0.0210952,0.0091116,0.0337483,4.49999999999617e-05,0.0123755
"Ys0...128",-0.5,0,0.75,1.5,0.0296025999999999,-0.00876369999999993,-0.00295780000000001,0.0291002,0.0296025999999999,-0.0042719,-0.00665740000000004,0.0291002,-0.00079219999999991,-0.00449179999999993,0.020807,-0.0042719,-0.00665740000000004,0.0246555000000001,0.0123631999999999,-0.00449179999999993,0.0297050999999999,-0.0210384,0.00910359999999999,0.0291790000000001,3.2000000000032e-05,0.0122747000000001
"Ys0...129",-0.5,1,-0.75,-1.5,0.0341159999999999,-0.0146904999999999,0.00476389999999993,0.2860459,0.0341159999999999,-0.00599810000000001,-0.00364160000000002,0.2860459,-0.000286899999999979,-0.00869239999999993,0.0339106,-0.00599810000000001,-0.00364160000000002,0.2875116,-0.00144279999999997,-0.00869239999999993,0.0341027,-0.0111268,0.0011258999999999,0.2861751,-4.1599999999975e-05,-0.00356369999999995
"Ys0...130",-0.5,1,-0.75,-1,0.0314875999999999,-0.0204666999999999,0.00940479999999999,0.1974697,0.0314875999999999,-0.00503779999999998,-0.00545909999999994,0.1974697,-0.000565000000000038,-0.0154289,0.0282194,-0.00503779999999998,-0.00545909999999994,0.2078209,-0.0074839000000001,-0.0154289,0.0315037,-0.014023,0.00289010000000001,0.1975799,-5.53000000000914e-05,-0.00644369999999994
"Ys0...131",-0.5,1,-0.75,1,0.0295002000000001,-0.0285452,0.0168112,0.0341886,0.0295002000000001,-0.00370250000000005,-0.00728610000000007,0.0341886,-0.000745399999999896,-0.0248427,0.0217004000000001,-0.00370250000000005,-0.00728610000000007,0.038317,0.00292570000000003,-0.0248427,0.0296617,-0.0182095,0.00631919999999997,0.0341909,-7.49999999993811e-06,-0.0103357000000001
"Ys0...132",-0.5,1,-0.75,1.5,0.0295816,-0.0288822,0.0171102,0.0282337,0.0295816,-0.00368729999999995,-0.00728860000000009,0.0282337,-0.000796099999999966,-0.0251949,0.0215071,-0.00368729999999995,-0.00728860000000009,0.0287633,0.00679229999999997,-0.0251949,0.0295653,-0.0182891000000001,0.00644520000000004,0.0280880999999999,0.000233800000000062,-0.0105930999999999
"Ys0...133",-0.5,1,-0.2,-1.5,0.0342093999999999,-0.0121133999999999,0.00207819999999992,0.2860459,0.0342093999999999,-0.00600279999999997,-0.00369410000000003,0.2860459,-0.000338300000000014,-0.00611059999999997,0.0339056,-0.00600279999999997,-0.00369410000000003,0.2875116,-0.00144829999999996,-0.00611059999999997,0.0341027,-0.0111268,0.0011258999999999,0.2861751,-5.6799999999968e-05,-0.000986599999999949
"Ys0...134",-0.5,1,-0.2,-1,0.0315823000000001,-0.015806,0.0046313,0.1974697,0.0315823000000001,-0.00507679999999999,-0.00553629999999994,0.1974697,-0.000561600000000051,-0.0107292,0.0282551999999999,-0.00507679999999999,-0.00553629999999994,0.2078209,-0.00749879999999992,-0.0107292,0.0315037,-0.014023,0.00289010000000001,0.1975799,-7.34000000000012e-05,-0.00178299999999998
"Ys0...135",-0.5,1,-0.2,1,0.0295612,-0.0208138999999999,0.00906830000000003,0.0341811999999999,0.0295612,-0.00371599999999994,-0.00728980000000001,0.0341811999999999,-0.000739799999999957,-0.0170979,0.0216798,-0.00371599999999994,-0.00728980000000001,0.0382894,0.00302209999999992,-0.0170979,0.029667,-0.018297,0.0062487,0.0342183,0.000159799999999932,-0.00251689999999993
"Ys0...136",-0.5,1,-0.2,1.5,0.0296103999999999,-0.021084,0.00923660000000004,0.0281163,0.0296103999999999,-0.00365910000000003,-0.00725730000000002,0.0281163,-0.000930999999999904,-0.0174249,0.0215087,-0.00365910000000003,-0.00725730000000002,0.0288157999999999,0.00655459999999997,-0.0174249,0.0297383,-0.0183596,0.00635479999999999,0.0282371,-9.13000000000164e-05,-0.00272439999999996
"Ys0...137",-0.5,1,0.2,-1.5,0.0340553,-0.0100228,0.000179499999999999,0.2860459,0.0340553,-0.00597169999999991,-0.00372280000000003,0.2860459,-0.00014880000000006,-0.00405110000000009,0.0339105999999999,-0.00597169999999991,-0.00372280000000003,0.2875116,-0.00144659999999985,-0.00405110000000009,0.0341027,-0.0111268,0.0011258999999999,0.2861751,-1.89999999998802e-05,0.00110399999999999
"Ys0...138",-0.5,1,0.2,-1,0.0315432,-0.0122427000000001,0.00122670000000002,0.1974486,0.0315432,-0.00506519999999999,-0.00551069999999998,0.1974486,-0.000440100000000054,-0.00717750000000006,0.0282386999999999,-0.00506519999999999,-0.00551069999999998,0.2079551,-0.00754980000000005,-0.00717750000000006,0.0317017000000001,-0.0141898,0.00286370000000002,0.1976399,-3.97000000000869e-05,0.00194709999999998
"Ys0...139",-0.5,1,0.2,1,0.0295816,-0.0152584,0.00354390000000004,0.0341413,0.0295816,-0.0036216,-0.00725339999999997,0.0341413,-0.000839499999999993,-0.0116368,0.0216446,-0.0036216,-0.00725339999999997,0.0382722999999999,0.00310720000000009,-0.0116368,0.0296736,-0.0181838,0.0061831,0.0341446,0.000190900000000105,0.00292539999999997
"Ys0...140",-0.5,1,0.2,1.5,0.0295358,-0.0154442,0.00374780000000008,0.0281555999999999,0.0295358,-0.00365950000000004,-0.00730219999999993,0.0281555999999999,-0.000734699999999977,-0.0117847,0.0214395000000001,-0.00365950000000004,-0.00730219999999993,0.0287759,0.00673069999999998,-0.0117847,0.0296394,-0.0183271,0.00637909999999997,0.0281585000000001,0.000145100000000009,0.00288290000000002
"Ys0...141",-0.5,1,0.75,-1.5,0.0341486999999999,-0.0074457,-0.00250620000000001,0.2860459,0.0341486999999999,-0.00597639999999999,-0.00377530000000004,0.2860459,-0.000200199999999984,-0.00146930000000001,0.0339056,-0.00597639999999999,-0.00377530000000004,0.2875116,-0.00145209999999996,-0.00146930000000001,0.0341027,-0.0111268,0.0011258999999999,0.2861751,-3.41999999999842e-05,0.00368109999999999
"Ys0...142",-0.5,1,0.75,-1,0.0315647,-0.00748249999999995,-0.00358950000000002,0.1974486,0.0315647,-0.00510759999999999,-0.00550329999999999,0.1974486,-0.000461099999999992,-0.00237489999999996,0.0282983,-0.00510759999999999,-0.00550329999999999,0.2079551,-0.00760150000000004,-0.00237489999999996,0.0317017000000001,-0.0141898,0.00286370000000002,0.1976399,-7.42000000000242e-05,0.00670730000000008
"Ys0...143",-0.5,1,0.75,1,0.0295017000000001,-0.00755760000000005,-0.00427849999999996,0.0341754,0.0295017000000001,-0.00378389999999995,-0.00729389999999996,0.0341754,-0.000758300000000101,-0.0037737000000001,0.0217243,-0.00378389999999995,-0.00729389999999996,0.0382484,0.00287369999999998,-0.0037737000000001,0.0297404,-0.0182127000000001,0.00618010000000002,0.03429,-0.000156799999999957,0.0106551
"Ys0...144",-0.5,1,0.75,1.5,0.0295694000000001,-0.00769839999999999,-0.00423210000000007,0.0283844,0.0295694000000001,-0.00366909999999998,-0.00715330000000003,0.0283844,-0.00110810000000006,-0.00402930000000001,0.0215248,-0.00366909999999998,-0.00715330000000003,0.0287179000000001,0.0067318999999999,-0.00402930000000001,0.0296257999999999,-0.0183310999999999,0.0064362,0.0281677,0.000124699999999978,0.0106326999999999
